ATC-001,JZA,CTE,TWR,GND,DEL
ATC-002,GMB,CTE,TWR,GND,DEL
ATC-003,GGO,CTE,TWR,GND,DEL
ATC-004,CSO,CTE,TWR,GND,DEL
ATC-005,LSG,CTE,TWR,GND,DEL
ATC-006,ZAO,CTE,TWR,GND,DEL
ATC-007,JMA,CTE,TWR,GND,DEL
ATC-008,OVM,CTE,TWR,GND,DEL
ATC-009,AFA,CTE,TWR,GND,DEL
ATC-010,DSE,CTE,TWR,GND,DEL
ATC-011,CLG,CTE,TWR,GND,DEL
ATC-012,AKS,CTE,TWR,GND,DEL
ATC-013,LNB,CTE,TWR,GND,DEL
ATC-014,MFB,CTE,TWR,GND,DEL
ATC-015,GAM,CTE,TWR,GND,DEL
ATC-016,NLO,CTE,TWR,GND,DEL
ATC-017,LDD,CTE,TWR,GND,DEL
ATC-018,DZC,CTE,TWR,GND,DEL
ATC-019,DAS,CTE,TWR,GND,DEL
ATC-020,KIV,CTE,TWR,GND,DEL
ATC-021,JGP,CTE,TWR,GND,DEL
ATC-022,JJM,CTE,TWR,GND,DEL
ATC-023,SMG,CTE,TWR,GND,DEL
ATC-024,SBG,TWR,GND,DEL
ATC-025,ALQ,TWR,GND,DEL
ATC-026,DPV,TWR,GND,DEL
ATC-027,FDP,TWR,GND,DEL
ATC-028,LSR,TWR,GND,DEL
ATC-029,DSC,TWR,GND,DEL
ATC-030,JNM,TWR,GND,DEL
ATC-031,JDW,TWR,GND,DEL
ATC-032,LAG,TWR,GND,DEL
ATC-033,CMH,TWR,GND,DEL
ATC-034,AFW,TWR,GND,DEL
ATC-035,ERC,GND,DEL
ATC-036,SON,GND,DEL
ATC-037,SRC,GND,DEL
ATC-038,MJM,GND,DEL
ATC-039,JBP,GND,DEL
ATC-040,SAP,GND,DEL
ATC-041,AGC,GND,DEL
ATC-042,JSD,GND,DEL
ATC-043,JRZ,GND,DEL
ATC-044,ABR,GND,DEL
ATC-045,MPW,GND,DEL
ATC-046,RRM,GND,DEL
ATC-047,AHG,GND,DEL
ATC-048,JNC,GND,DEL
ATC-049,SMS,GND,DEL
ATC-050,VGR,DEL
ATC-051,CFD,DEL
ATC-052,JOP,DEL
ATC-053,DMM,DEL
ATC-054,ZBC,DEL
ATC-055,JZB,DEL
ATC-056,FGP,DEL
ATC-057,CEC,DEL
ATC-058,EGR,DEL
ATC-059,JPB,DEL
ATC-060,AGO,DEL
ATC-061,JSW,DEL
